Row ID	Order ID	Order Date	Ship Date	Ship Mode	Customer ID	Country	City	State	Postal Code	Region	Product ID	Quantity
9596	CA-2018-104619	1/24/2018	1/29/2018	Standard Class	KD-16495	United States	San Jose	California	95123	West	OFF-AP-10001492	3
9492	CA-2018-111738	1/3/2018	1/7/2018	Standard Class	CM-12385	United States	San Francisco	California	94110	West	OFF-AR-10000817	3
9491	CA-2018-111738	1/3/2018	1/7/2018	Standard Class	CM-12385	United States	San Francisco	California	94110	West	OFF-BI-10004584	8
9390	US-2018-127292	1/19/2018	1/23/2018	Standard Class	RM-19375	United States	Burlington	Vermont		East	OFF-EN-10001509	1
9389	US-2018-127292	1/19/2018	1/23/2018	Standard Class	RM-19375	United States	Burlington	Vermont		East	OFF-AP-10000828	3
9388	US-2018-127292	1/19/2018	1/23/2018	Standard Class	RM-19375	United States	Burlington	Vermont		East	OFF-PA-10001970	1
9387	US-2018-127292	1/19/2018	1/23/2018	Standard Class	RM-19375	United States	Burlington	Vermont		East	OFF-PA-10000157	4
9119	CA-2018-153045	1/19/2018	1/24/2018	Second Class	NS-18505	United States	Philadelphia	Pennsylvania	19140	East	OFF-PA-10003673	4
9118	CA-2018-153045	1/19/2018	1/24/2018	Second Class	NS-18505	United States	Philadelphia	Pennsylvania	19140	East	FUR-CH-10000309	3
9117	CA-2018-153045	1/19/2018	1/24/2018	Second Class	NS-18505	United States	Philadelphia	Pennsylvania	19140	East	FUR-FU-10002759	2
9116	CA-2018-153045	1/19/2018	1/24/2018	Second Class	NS-18505	United States	Philadelphia	Pennsylvania	19140	East	TEC-PH-10001817	2
440	CA-2018-157252	1/20/2018	1/23/2018	Second Class	CV-12805	United States	New York City	New York	10024	East	FUR-CH-10003396	3
516	CA-2018-127432	1/22/2018	1/27/2018	Standard Class	AD-10180	United States	Great Falls	Montana	59405	West	TEC-CO-10003236	5
517	CA-2018-127432	1/22/2018	1/27/2018	Standard Class	AD-10180	United States	Great Falls	Montana	59405	West	OFF-ST-10004507	3
518	CA-2018-127432	1/22/2018	1/27/2018	Standard Class	AD-10180	United States	Great Falls	Montana	59405	West	OFF-PA-10001667	2
519	CA-2018-127432	1/22/2018	1/27/2018	Standard Class	AD-10180	United States	Great Falls	Montana	59405	West	OFF-ST-10004459	3
523	CA-2018-145142	1/23/2018	1/25/2018	First Class	MC-17605	United States	Detroit	Michigan	48234	Central	FUR-TA-10001857	2
8641	US-2018-148551	1/12/2018	1/16/2018	Standard Class	DB-13120	United States	Dallas	Texas	75217	Central	OFF-BI-10000545	5
8590	CA-2018-145338	1/29/2018	2/1/2018	First Class	BD-11770	United States	Philadelphia	Pennsylvania	19120	East	OFF-AR-10002053	2
8366	CA-2018-157273	1/30/2018	2/2/2018	First Class	SZ-20035	United States	Seattle	Washington	98105	West	TEC-PH-10002275	4
8364	CA-2018-147207	1/2/2018	1/4/2018	Second Class	TS-21655	United States	El Paso	Texas	79907	Central	OFF-ST-10002615	3
8363	CA-2018-147207	1/2/2018	1/4/2018	Second Class	TS-21655	United States	El Paso	Texas	79907	Central	FUR-TA-10002958	5
8362	CA-2018-147207	1/2/2018	1/4/2018	Second Class	TS-21655	United States	El Paso	Texas	79907	Central	OFF-AP-10000027	2
8361	CA-2018-147207	1/2/2018	1/4/2018	Second Class	TS-21655	United States	El Paso	Texas	79907	Central	OFF-AR-10001955	2
733	CA-2018-131954	1/21/2018	1/25/2018	Standard Class	DS-13030	United States	Seattle	Washington	98115	West	OFF-ST-10000736	3
734	CA-2018-131954	1/21/2018	1/25/2018	Standard Class	DS-13030	United States	Seattle	Washington	98115	West	TEC-AC-10003610	3
735	CA-2018-131954	1/21/2018	1/25/2018	Standard Class	DS-13030	United States	Seattle	Washington	98115	West	OFF-BI-10003982	6
736	CA-2018-131954	1/21/2018	1/25/2018	Standard Class	DS-13030	United States	Seattle	Washington	98115	West	OFF-BI-10003291	4
737	CA-2018-131954	1/21/2018	1/25/2018	Standard Class	DS-13030	United States	Seattle	Washington	98115	West	FUR-BO-10001619	1
738	CA-2018-131954	1/21/2018	1/25/2018	Standard Class	DS-13030	United States	Seattle	Washington	98115	West	OFF-BI-10000138	5
8313	US-2018-105935	1/26/2018	1/31/2018	Standard Class	BD-11500	United States	Columbus	Georgia	31907	South	TEC-PH-10001459	7
8312	US-2018-105935	1/26/2018	1/31/2018	Standard Class	BD-11500	United States	Columbus	Georgia	31907	South	FUR-FU-10002157	4
771	CA-2018-104220	1/30/2018	2/5/2018	Standard Class	BV-11245	United States	Des Moines	Iowa	50315	Central	OFF-BI-10001036	2
772	CA-2018-104220	1/30/2018	2/5/2018	Standard Class	BV-11245	United States	Des Moines	Iowa	50315	Central	TEC-PH-10004614	3
773	CA-2018-104220	1/30/2018	2/5/2018	Standard Class	BV-11245	United States	Des Moines	Iowa	50315	Central	OFF-BI-10000301	5
774	CA-2018-104220	1/30/2018	2/5/2018	Standard Class	BV-11245	United States	Des Moines	Iowa	50315	Central	OFF-BI-10003910	1
775	CA-2018-104220	1/30/2018	2/5/2018	Standard Class	BV-11245	United States	Des Moines	Iowa	50315	Central	OFF-AR-10004648	2
776	CA-2018-104220	1/30/2018	2/5/2018	Standard Class	BV-11245	United States	Des Moines	Iowa	50315	Central	FUR-FU-10002597	7
8271	CA-2018-121790	1/30/2018	2/6/2018	Standard Class	LP-17095	United States	Aurora	Illinois	60505	Central	OFF-AR-10003602	2
8270	CA-2018-121790	1/30/2018	2/6/2018	Standard Class	LP-17095	United States	Aurora	Illinois	60505	Central	TEC-PH-10002584	4
8269	CA-2018-121790	1/30/2018	2/6/2018	Standard Class	LP-17095	United States	Aurora	Illinois	60505	Central	OFF-SU-10004231	4
8268	CA-2018-121790	1/30/2018	2/6/2018	Standard Class	LP-17095	United States	Aurora	Illinois	60505	Central	FUR-TA-10003469	1
849	CA-2018-107503	1/1/2018	1/6/2018	Standard Class	GA-14725	United States	Lorain	Ohio	44052	East	FUR-FU-10003878	4
8076	CA-2018-151750	1/1/2018	1/5/2018	Standard Class	JM-15250	United States	Huntsville	Texas	77340	Central	OFF-AP-10004708	2
8075	CA-2018-151750	1/1/2018	1/5/2018	Standard Class	JM-15250	United States	Huntsville	Texas	77340	Central	OFF-BI-10000343	14
8074	CA-2018-151750	1/1/2018	1/5/2018	Standard Class	JM-15250	United States	Huntsville	Texas	77340	Central	OFF-BI-10000301	5
8073	CA-2018-151750	1/1/2018	1/5/2018	Standard Class	JM-15250	United States	Huntsville	Texas	77340	Central	OFF-AR-10003158	4
8072	CA-2018-151750	1/1/2018	1/5/2018	Standard Class	JM-15250	United States	Huntsville	Texas	77340	Central	FUR-CH-10003199	4
8071	CA-2018-151750	1/1/2018	1/5/2018	Standard Class	JM-15250	United States	Huntsville	Texas	77340	Central	FUR-FU-10002116	5
8070	CA-2018-151750	1/1/2018	1/5/2018	Standard Class	JM-15250	United States	Huntsville	Texas	77340	Central	OFF-ST-10002743	5
7985	CA-2018-152499	1/22/2018	1/25/2018	Second Class	EH-13765	United States	Chicago	Illinois	60623	Central	OFF-AR-10003481	3
7984	CA-2018-152499	1/22/2018	1/25/2018	Second Class	EH-13765	United States	Chicago	Illinois	60623	Central	OFF-FA-10002975	5
978	CA-2018-159366	1/7/2018	1/10/2018	First Class	BW-11110	United States	Detroit	Michigan	48205	Central	TEC-MA-10000822	2
7820	CA-2018-150469	1/26/2018	1/30/2018	Standard Class	CJ-12010	United States	San Francisco	California	94109	West	OFF-FA-10000611	8
1096	CA-2018-160423	1/21/2018	1/26/2018	Standard Class	PS-19045	United States	Charlotte	North Carolina	28205	South	OFF-ST-10004340	7
1097	CA-2018-160423	1/21/2018	1/26/2018	Standard Class	PS-19045	United States	Charlotte	North Carolina	28205	South	OFF-BI-10004001	7
7408	CA-2018-152079	1/20/2018	1/21/2018	First Class	ML-17410	United States	Chicago	Illinois	60653	Central	OFF-LA-10001613	5
1183	CA-2018-138779	1/14/2018	1/15/2018	First Class	RB-19570	United States	Jacksonville	North Carolina	28540	South	OFF-EN-10002504	1
1184	CA-2018-138779	1/14/2018	1/15/2018	First Class	RB-19570	United States	Jacksonville	North Carolina	28540	South	TEC-PH-10003655	5
7375	US-2018-123862	1/7/2018	1/9/2018	Second Class	JF-15190	United States	Long Beach	California	90805	West	OFF-FA-10003112	1
7374	US-2018-123862	1/7/2018	1/9/2018	Second Class	JF-15190	United States	Long Beach	California	90805	West	OFF-SU-10004884	7
7373	US-2018-123862	1/7/2018	1/9/2018	Second Class	JF-15190	United States	Long Beach	California	90805	West	OFF-ST-10002301	3
7372	US-2018-123862	1/7/2018	1/9/2018	Second Class	JF-15190	United States	Long Beach	California	90805	West	OFF-ST-10000760	11
7222	US-2018-104437	1/27/2018	1/31/2018	Standard Class	TG-21310	United States	New York City	New York	10035	East	TEC-PH-10000193	3
7221	CA-2018-154760	1/9/2018	1/13/2018	Standard Class	BP-11290	United States	Philadelphia	Pennsylvania	19140	East	OFF-BI-10004632	3
1341	CA-2018-113481	1/2/2018	1/4/2018	First Class	AS-10045	United States	Jacksonville	North Carolina	28540	South	TEC-MA-10002178	2
1342	CA-2018-113481	1/2/2018	1/4/2018	First Class	AS-10045	United States	Jacksonville	North Carolina	28540	South	OFF-BI-10003694	5
1343	CA-2018-113481	1/2/2018	1/4/2018	First Class	AS-10045	United States	Jacksonville	North Carolina	28540	South	OFF-BI-10000474	6
7028	CA-2018-131653	1/29/2018	2/5/2018	Standard Class	RD-19585	United States	New York City	New York	10011	East	OFF-LA-10001045	2
6980	CA-2018-149076	1/14/2018	1/19/2018	Standard Class	SO-20335	United States	Los Angeles	California	90036	West	OFF-PA-10000483	5
1415	CA-2018-115994	1/28/2018	1/31/2018	Second Class	BT-11305	United States	Costa Mesa	California	92627	West	TEC-AC-10000580	3
1416	CA-2018-115994	1/28/2018	1/31/2018	Second Class	BT-11305	United States	Costa Mesa	California	92627	West	FUR-FU-10003976	3
6778	US-2018-166037	1/28/2018	2/1/2018	Standard Class	CL-12700	United States	New York City	New York	10009	East	TEC-AC-10002800	9
6683	CA-2018-154466	1/1/2018	1/2/2018	First Class	DP-13390	United States	Franklin	Wisconsin	53132	Central	OFF-BI-10002012	2
6622	US-2018-167402	1/13/2018	1/18/2018	Second Class	CP-12085	United States	Springfield	Missouri	65807	Central	FUR-BO-10001608	3
6621	US-2018-167402	1/13/2018	1/18/2018	Second Class	CP-12085	United States	Springfield	Missouri	65807	Central	OFF-SU-10002881	5
6620	US-2018-167402	1/13/2018	1/18/2018	Second Class	CP-12085	United States	Springfield	Missouri	65807	Central	OFF-AR-10004010	6
6619	US-2018-167402	1/13/2018	1/18/2018	Second Class	CP-12085	United States	Springfield	Missouri	65807	Central	OFF-PA-10004983	5
6523	CA-2018-138289	1/16/2018	1/18/2018	Second Class	AR-10540	United States	Jackson	Michigan	49201	Central	OFF-PA-10001260	7
6522	CA-2018-138289	1/16/2018	1/18/2018	Second Class	AR-10540	United States	Jackson	Michigan	49201	Central	FUR-CH-10004626	3
6521	CA-2018-138289	1/16/2018	1/18/2018	Second Class	AR-10540	United States	Jackson	Michigan	49201	Central	OFF-BI-10004995	4
1659	CA-2018-161809	1/20/2018	1/26/2018	Standard Class	TH-21100	United States	Los Angeles	California	90045	West	TEC-PH-10004922	3
6387	US-2018-104661	1/15/2018	1/18/2018	First Class	TB-21250	United States	Austin	Texas	78745	Central	OFF-BI-10001098	1
6386	US-2018-104661	1/15/2018	1/18/2018	First Class	TB-21250	United States	Austin	Texas	78745	Central	TEC-AC-10002331	8
6385	US-2018-104661	1/15/2018	1/18/2018	First Class	TB-21250	United States	Austin	Texas	78745	Central	TEC-AC-10003628	2
6384	US-2018-104661	1/15/2018	1/18/2018	First Class	TB-21250	United States	Austin	Texas	78745	Central	OFF-BI-10001597	4
6360	CA-2018-139080	1/23/2018	1/28/2018	Standard Class	CS-12250	United States	Seattle	Washington	98103	West	TEC-PH-10004100	6
6359	CA-2018-139080	1/23/2018	1/28/2018	Standard Class	CS-12250	United States	Seattle	Washington	98103	West	OFF-PA-10002262	1
6358	CA-2018-139080	1/23/2018	1/28/2018	Standard Class	CS-12250	United States	Seattle	Washington	98103	West	OFF-PA-10004621	4
6357	CA-2018-139080	1/23/2018	1/28/2018	Standard Class	CS-12250	United States	Seattle	Washington	98103	West	OFF-BI-10001757	5
1846	US-2018-158512	1/12/2018	1/17/2018	Second Class	DA-13450	United States	Washington	District of Columbia	20016	East	OFF-PA-10001804	6
1847	US-2018-158512	1/12/2018	1/17/2018	Second Class	DA-13450	United States	Washington	District of Columbia	20016	East	FUR-FU-10004973	2
1885	CA-2018-154718	1/19/2018	1/23/2018	Second Class	DL-12865	United States	Keller	Texas	76248	Central	OFF-LA-10003714	2
5900	CA-2018-108000	1/12/2018	1/16/2018	Standard Class	LS-16945	United States	San Francisco	California	94110	West	OFF-EN-10002621	1
2121	US-2018-168690	1/7/2018	1/13/2018	Standard Class	TS-21085	United States	Ormond Beach	Florida	32174	South	OFF-BI-10000145	3
2169	CA-2018-117870	1/27/2018	1/30/2018	Second Class	JH-15820	United States	Kent	Ohio	44240	East	OFF-AR-10004078	3
2170	CA-2018-117870	1/27/2018	1/30/2018	Second Class	JH-15820	United States	Kent	Ohio	44240	East	TEC-AC-10000927	3
2171	CA-2018-117870	1/27/2018	1/30/2018	Second Class	JH-15820	United States	Kent	Ohio	44240	East	TEC-PH-10003931	3
5492	CA-2018-164098	1/26/2018	1/27/2018	First Class	CG-12520	United States	Houston	Texas	77070	Central	OFF-ST-10000615	2
5485	CA-2018-148999	1/30/2018	2/4/2018	Standard Class	EB-13870	United States	Miami	Florida	33142	South	FUR-CH-10002044	4
5425	US-2018-120649	1/20/2018	1/26/2018	Standard Class	JF-15490	United States	Waterbury	Connecticut	6708	East	OFF-AR-10001545	2
2290	CA-2018-115154	1/8/2018	1/11/2018	First Class	RS-19420	United States	Seattle	Washington	98115	West	FUR-TA-10001950	2
5273	CA-2018-125913	1/16/2018	1/16/2018	Same Day	JO-15145	United States	Los Angeles	California	90008	West	FUR-TA-10001520	7
5272	CA-2018-125913	1/16/2018	1/16/2018	Same Day	JO-15145	United States	Los Angeles	California	90008	West	FUR-FU-10001487	4
5258	US-2018-114034	1/3/2018	1/8/2018	Standard Class	DL-13315	United States	Rancho Cucamonga	California	91730	West	OFF-PA-10004735	6
2376	CA-2018-119669	1/24/2018	1/30/2018	Standard Class	TP-21130	United States	Smyrna	Georgia	30080	South	OFF-FA-10000053	3
2408	CA-2018-144589	1/20/2018	1/25/2018	Standard Class	TM-21010	United States	San Francisco	California	94122	West	OFF-AR-10003631	5
2409	CA-2018-144589	1/20/2018	1/25/2018	Standard Class	TM-21010	United States	San Francisco	California	94122	West	TEC-PH-10003072	3
5068	CA-2018-160934	1/15/2018	1/19/2018	Standard Class	TT-21460	United States	Los Angeles	California	90008	West	OFF-AR-10003504	5
5032	CA-2018-139304	1/29/2018	2/2/2018	Standard Class	VG-21790	United States	San Francisco	California	94109	West	OFF-BI-10002498	8
5031	CA-2018-139304	1/29/2018	2/2/2018	Standard Class	VG-21790	United States	San Francisco	California	94109	West	OFF-SU-10001664	1
5030	CA-2018-139304	1/29/2018	2/2/2018	Standard Class	VG-21790	United States	San Francisco	California	94109	West	OFF-AR-10001216	3
4937	CA-2018-150931	1/6/2018	1/13/2018	Standard Class	DP-13390	United States	Tuscaloosa	Alabama	35401	South	OFF-BI-10004728	7
4914	CA-2018-127306	1/14/2018	1/18/2018	Standard Class	BH-11710	United States	Johnson City	Tennessee	37604	South	OFF-BI-10003727	2
4913	CA-2018-127306	1/14/2018	1/18/2018	Standard Class	BH-11710	United States	Johnson City	Tennessee	37604	South	OFF-BI-10002003	5
4912	CA-2018-127306	1/14/2018	1/18/2018	Standard Class	BH-11710	United States	Johnson City	Tennessee	37604	South	TEC-PH-10001924	2
4911	CA-2018-127306	1/14/2018	1/18/2018	Standard Class	BH-11710	United States	Johnson City	Tennessee	37604	South	OFF-PA-10000019	7
4910	CA-2018-127306	1/14/2018	1/18/2018	Standard Class	BH-11710	United States	Johnson City	Tennessee	37604	South	OFF-EN-10001219	3
4784	US-2018-147984	1/28/2018	2/1/2018	Standard Class	GB-14575	United States	Wichita	Kansas	67212	Central	OFF-PA-10000806	5
2680	CA-2018-127026	1/21/2018	1/27/2018	Standard Class	MH-18115	United States	Jackson	Michigan	49201	Central	OFF-BI-10000546	5
2681	CA-2018-127026	1/21/2018	1/27/2018	Standard Class	MH-18115	United States	Jackson	Michigan	49201	Central	TEC-AC-10002049	5
2682	CA-2018-127026	1/21/2018	1/27/2018	Standard Class	MH-18115	United States	Jackson	Michigan	49201	Central	OFF-BI-10001196	4
2683	CA-2018-127026	1/21/2018	1/27/2018	Standard Class	MH-18115	United States	Jackson	Michigan	49201	Central	TEC-MA-10002981	3
2684	CA-2018-127026	1/21/2018	1/27/2018	Standard Class	MH-18115	United States	Jackson	Michigan	49201	Central	TEC-PH-10003601	1
2767	CA-2018-167752	1/15/2018	1/18/2018	First Class	RW-19690	United States	Philadelphia	Pennsylvania	19134	East	OFF-AP-10000159	1
2768	CA-2018-167752	1/15/2018	1/18/2018	First Class	RW-19690	United States	Philadelphia	Pennsylvania	19134	East	OFF-AP-10002945	8
2834	CA-2018-134649	1/26/2018	1/31/2018	Second Class	CA-11965	United States	Hoover	Alabama	35244	South	OFF-AR-10001547	7
2835	CA-2018-134649	1/26/2018	1/31/2018	Second Class	CA-11965	United States	Hoover	Alabama	35244	South	OFF-BI-10001890	2
4166	US-2018-106131	1/14/2018	1/16/2018	First Class	TP-21565	United States	Aurora	Colorado	80013	West	OFF-ST-10003638	9
4165	US-2018-106131	1/14/2018	1/16/2018	First Class	TP-21565	United States	Aurora	Colorado	80013	West	TEC-AC-10003027	7
4146	CA-2018-112725	1/30/2018	2/6/2018	Standard Class	EH-14125	United States	San Francisco	California	94110	West	FUR-CH-10000863	1
4145	CA-2018-112725	1/30/2018	2/6/2018	Standard Class	EH-14125	United States	San Francisco	California	94110	West	OFF-AR-10001227	3
4144	CA-2018-112725	1/30/2018	2/6/2018	Standard Class	EH-14125	United States	San Francisco	California	94110	West	OFF-AR-10003759	7
2922	CA-2018-164329	1/30/2018	1/30/2018	Same Day	MM-17920	United States	San Francisco	California	94109	West	OFF-ST-10001511	2
4010	CA-2018-144463	1/1/2018	1/5/2018	Standard Class	SC-20725	United States	Los Angeles	California	90036	West	FUR-FU-10001215	11
3954	CA-2018-152961	1/15/2018	1/19/2018	Standard Class	SC-20095	United States	Quincy	Massachusetts	2169	East	OFF-PA-10004675	2
3886	US-2018-127341	1/29/2018	2/2/2018	Standard Class	CK-12595	United States	Chicago	Illinois	60653	Central	OFF-BI-10001072	4
9993	CA-2018-121258	2/26/2018	3/3/2018	Standard Class	DB-13060	United States	Costa Mesa	California	92627	West	OFF-PA-10004041	4
9992	CA-2018-121258	2/26/2018	3/3/2018	Standard Class	DB-13060	United States	Costa Mesa	California	92627	West	TEC-PH-10003645	2
9991	CA-2018-121258	2/26/2018	3/3/2018	Standard Class	DB-13060	United States	Costa Mesa	California	92627	West	FUR-FU-10000747	2
9767	CA-2018-101959	2/28/2018	3/6/2018	Standard Class	DB-13660	United States	Middletown	Connecticut	6457	East	OFF-PA-10002137	1
9766	CA-2018-101959	2/28/2018	3/6/2018	Standard Class	DB-13660	United States	Middletown	Connecticut	6457	East	OFF-BI-10001757	2
131	US-2018-164147	2/2/2018	2/5/2018	First Class	DW-13585	United States	Columbus	Ohio	43229	East	TEC-PH-10002293	5
132	US-2018-164147	2/2/2018	2/5/2018	First Class	DW-13585	United States	Columbus	Ohio	43229	East	OFF-PA-10002377	2
133	US-2018-164147	2/2/2018	2/5/2018	First Class	DW-13585	United States	Columbus	Ohio	43229	East	OFF-FA-10002780	9
9633	CA-2018-154809	2/13/2018	2/17/2018	Standard Class	MH-17455	United States	Minneapolis	Minnesota	55407	Central	OFF-AP-10004785	8
9348	CA-2018-109085	2/17/2018	2/20/2018	First Class	CK-12325	United States	Troy	Ohio	45373	East	FUR-CH-10003981	5
9347	CA-2018-109085	2/17/2018	2/20/2018	First Class	CK-12325	United States	Troy	Ohio	45373	East	FUR-FU-10004973	2
9346	CA-2018-109085	2/17/2018	2/20/2018	First Class	CK-12325	United States	Troy	Ohio	45373	East	TEC-PH-10000526	1
9345	CA-2018-109085	2/17/2018	2/20/2018	First Class	CK-12325	United States	Troy	Ohio	45373	East	OFF-BI-10001525	5
9344	CA-2018-109085	2/17/2018	2/20/2018	First Class	CK-12325	United States	Troy	Ohio	45373	East	FUR-TA-10001086	5
9318	CA-2018-124940	2/21/2018	2/26/2018	Standard Class	DK-13090	United States	Carrollton	Texas	75007	Central	TEC-AC-10002076	1
9239	CA-2018-138156	2/11/2018	2/14/2018	First Class	MM-17260	United States	Columbus	Ohio	43229	East	FUR-FU-10003601	2
8749	CA-2018-128076	2/2/2018	2/7/2018	Standard Class	BO-11350	United States	San Diego	California	92105	West	TEC-MA-10002109	2
8748	CA-2018-128076	2/2/2018	2/7/2018	Standard Class	BO-11350	United States	San Diego	California	92105	West	OFF-BI-10003638	2
8747	CA-2018-128076	2/2/2018	2/7/2018	Standard Class	BO-11350	United States	San Diego	California	92105	West	FUR-FU-10000293	2
8677	CA-2018-163265	2/16/2018	2/21/2018	Standard Class	JS-16030	United States	Decatur	Illinois	62521	Central	FUR-FU-10004270	1
8676	CA-2018-163265	2/16/2018	2/21/2018	Standard Class	JS-16030	United States	Decatur	Illinois	62521	Central	OFF-AR-10004078	6
8675	CA-2018-163265	2/16/2018	2/21/2018	Standard Class	JS-16030	United States	Decatur	Illinois	62521	Central	OFF-ST-10000642	3
8674	CA-2018-163265	2/16/2018	2/21/2018	Standard Class	JS-16030	United States	Decatur	Illinois	62521	Central	FUR-CH-10004063	3
8673	CA-2018-163265	2/16/2018	2/21/2018	Standard Class	JS-16030	United States	Decatur	Illinois	62521	Central	OFF-FA-10004854	2
8483	US-2018-118535	2/11/2018	2/15/2018	Standard Class	DJ-13510	United States	New York City	New York	10024	East	OFF-LA-10001297	2
801	CA-2018-105809	2/20/2018	2/23/2018	First Class	HW-14935	United States	San Diego	California	92105	West	FUR-FU-10004090	1
802	CA-2018-105809	2/20/2018	2/23/2018	First Class	HW-14935	United States	San Diego	California	92105	West	TEC-PH-10001580	2
8108	CA-2018-159149	2/17/2018	2/19/2018	First Class	CR-12820	United States	Houston	Texas	77041	Central	TEC-PH-10000038	4
8107	CA-2018-159149	2/17/2018	2/19/2018	First Class	CR-12820	United States	Houston	Texas	77041	Central	OFF-AR-10000937	6
8106	CA-2018-159149	2/17/2018	2/19/2018	First Class	CR-12820	United States	Houston	Texas	77041	Central	FUR-BO-10001601	1
7535	US-2018-134642	2/25/2018	3/1/2018	Standard Class	SW-20245	United States	Greenville	North Carolina	27834	South	FUR-BO-10004709	5
7534	US-2018-134642	2/25/2018	3/1/2018	Standard Class	SW-20245	United States	Greenville	North Carolina	27834	South	FUR-CH-10002880	2
7448	CA-2018-127474	2/3/2018	2/7/2018	Second Class	RD-19810	United States	Chicago	Illinois	60610	Central	OFF-PA-10000418	5
7447	CA-2018-127474	2/3/2018	2/7/2018	Second Class	RD-19810	United States	Chicago	Illinois	60610	Central	FUR-FU-10004597	1
7446	CA-2018-127474	2/3/2018	2/7/2018	Second Class	RD-19810	United States	Chicago	Illinois	60610	Central	OFF-PA-10001033	2
7445	CA-2018-127474	2/3/2018	2/7/2018	Second Class	RD-19810	United States	Chicago	Illinois	60610	Central	OFF-PA-10001166	1
1189	CA-2018-117212	2/26/2018	2/28/2018	Second Class	BT-11530	United States	Los Angeles	California	90036	West	OFF-AP-10004532	4
1190	CA-2018-117212	2/26/2018	2/28/2018	Second Class	BT-11530	United States	Los Angeles	California	90036	West	TEC-PH-10004447	8
1191	CA-2018-117212	2/26/2018	2/28/2018	Second Class	BT-11530	United States	Los Angeles	California	90036	West	FUR-CH-10003973	3
1192	CA-2018-117212	2/26/2018	2/28/2018	Second Class	BT-11530	United States	Los Angeles	California	90036	West	OFF-PA-10001970	4
1193	CA-2018-117212	2/26/2018	2/28/2018	Second Class	BT-11530	United States	Los Angeles	California	90036	West	OFF-PA-10000682	4
7355	CA-2018-154102	2/6/2018	2/13/2018	Standard Class	SN-20560	United States	San Francisco	California	94109	West	OFF-PA-10001593	5
7246	CA-2018-145807	2/9/2018	2/13/2018	Standard Class	SB-20170	United States	Los Angeles	California	90032	West	OFF-ST-10001370	5
7228	CA-2018-127397	2/24/2018	2/28/2018	Standard Class	ES-14080	United States	Philadelphia	Pennsylvania	19134	East	TEC-AC-10003033	5
7227	CA-2018-127397	2/24/2018	2/28/2018	Standard Class	ES-14080	United States	Philadelphia	Pennsylvania	19134	East	OFF-PA-10001125	5
1321	CA-2018-167703	2/3/2018	2/8/2018	Standard Class	MC-17575	United States	Cincinnati	Ohio	45231	East	OFF-BI-10002071	3
1322	CA-2018-167703	2/3/2018	2/8/2018	Standard Class	MC-17575	United States	Cincinnati	Ohio	45231	East	OFF-ST-10001490	2
7119	CA-2018-104906	2/13/2018	2/17/2018	Standard Class	JP-15460	United States	New York City	New York	10009	East	OFF-PA-10001184	3
